"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 취득한 자,외국인주민 자녀(출생)
"동별(1)",동별(2),동별(3),소계,소계,외국인근로자,결혼이민자,유학생,외국국적동포,기타외국인,소계,소계
"합계",영등포구,신길1동,2976,2479,496,139,26,1078,740,397,100
"합계",영등포구,신길3동,2272,1852,330,100,11,854,557,299,121
"합계",영등포구,신길4동,1665,1390,289,72,12,655,362,220,55
"합계",영등포구,신길5동,2247,1884,394,108,8,871,503,272,91
"합계",영등포구,신길6동,1894,1563,278,97,24,779,385,254,77
"합계",영등포구,신길7동,452,320,56,43,*,118,101,79,53
"합계",영등포구,대림1동,5360,4556,952,220,24,2071,1289,654,150
"합계",영등포구,대림2동,12926,11408,2588,401,56,5237,3126,1338,180
"합계",영등포구,대림3동,7614,6482,1386,311,46,3016,1723,909,223
"합계",영등포구,영등포본동,4184,3603,714,208,25,1749,907,468,113
"합계",영등포구,영등포동,1139,937,187,99,110,261,280,129,73
"합계",영등포구,도림동,4532,3936,767,166,47,1874,1082,485,111
"합계",영등포구,문래동,469,307,21,77,8,72,129,66,96
"합계",동작구,소계,17195,14423,1903,984,2843,4531,4162,1683,1089
"합계",동작구,노량진2동,1315,1166,235,43,71,458,359,125,24
"합계",동작구,상도1동,2151,1973,65,72,968,131,737,80,98
"합계",동작구,상도2동,570,395,44,48,65,131,107,88,87
"합계",동작구,상도3동,750,534,93,65,24,188,164,125,91
"합계",동작구,상도4동,826,583,68,85,41,223,166,145,98
"합계",동작구,사당1동,1023,854,158,80,59,355,202,112,57
"합계",동작구,사당3동,515,386,50,60,36,126,114,47,82
"합계",동작구,사당4동,349,269,45,32,24,84,84,41,39
"합계",동작구,사당5동,262,182,16,39,13,65,49,35,45
"합계",동작구,대방동,809,594,84,71,31,228,180,116,99
"합계",동작구,신대방1동,4065,3512,706,145,60,1738,863,464,89
"합계",동작구,신대방2동,553,423,62,42,15,208,96,72,58
"합계",동작구,흑석동,2552,2419,98,83,1340,166,732,51,82
"합계",동작구,노량진1동,621,475,52,59,80,135,149,78,68
"합계",동작구,사당2동,834,658,127,60,16,295,160,104,72
